test,domain,skill,difficulty,question_text_latex,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,step_1,step_2,step_3,step_4,step_5,step_6
Math,Algebra,Linear equations in one variable,Hard,"The formula for the surface area $A$ of a rectangular prism is $A = 2(lw + lh + wh)$, where $l$ is the length, $w$ is the width, and $h$ is the height. Which of the following correctly expresses the height, $h$, in terms of $A$, $l$, and $w$?",$h = \frac{A - 2lw}{2(l+w)}$,$h = \frac{A}{2(l+w)} - lw$,$h = \frac{A - 2l - 2w}{2w}$,$h = A - 2lw - 2l - 2w$,A,,The goal is to isolate the variable $h$ in the equation $A = 2(lw + lh + wh)$.,"First, distribute the 2 on the right side of the equation: $A = 2lw + 2lh + 2wh$.","To isolate the terms containing $h$, subtract the term $2lw$ from both sides: $A - 2lw = 2lh + 2wh$.","On the right side, the terms $2lh$ and $2wh$ have a common factor of $h$. Factor out $h$: $A - 2lw = h(2l + 2w)$.","To solve for $h$, divide both sides of the equation by the expression in the parenthesis, $(2l + 2w)$: $h = \frac{A - 2lw}{2l + 2w}$.","The denominator can be factored by taking out a 2: $2l + 2w = 2(l+w)$. So, the final expression for $h$ is $h = \frac{A - 2lw}{2(l+w)}$."
Math,Algebra,Linear equations in one variable,Hard,"If $\frac{5}{x-3} = \frac{7}{x+1}$, what is the value of $x$?",,,,,13,13,The given equation is a proportion: $\frac{5}{x-3} = \frac{7}{x+1}$.,"To solve a proportion, we can use cross-multiplication. This means multiplying the numerator of the first fraction by the denominator of the second, and setting it equal to the numerator of the second fraction multiplied by the denominator of the first.",Cross-multiplying gives: $5(x+1) = 7(x-3)$.,Distribute the 5 and 7 into the parentheses: $5x + 5 = 7x - 21$.,"To solve for $x$, collect the $x$ terms on one side and the constants on the other. Subtract $5x$ from both sides: $5 = 2x - 21$.","Add 21 to both sides: $26 = 2x$. Finally, divide by 2 to find the value of $x$: $x=13$."
Math,Algebra,Linear equations in one variable,Hard,"To pass a course, a student needs an average of 70 or more on four exams. The student's scores on the first three exams are 65, 72, and 81. What is the minimum score the student must get on the fourth exam to pass the course?",,,,,62,62,"The average of a set of numbers is their sum divided by the count of the numbers. In this case, there are four exams.","Let $x$ be the score the student needs on the fourth exam. The scores are 65, 72, 81, and $x$.",The sum of the four scores is $65 + 72 + 81 + x$. The average is this sum divided by 4: $\frac{65 + 72 + 81 + x}{4}$.,The student needs an average of 70 to pass. We set the average equal to 70 to find the minimum required score: $\frac{65 + 72 + 81 + x}{4} = 70$.,"First, sum the known scores: $65 + 72 + 81 = 218$. The equation becomes $\frac{218 + x}{4} = 70$.",Multiply both sides by 4: $218 + x = 280$. Subtract 218 from both sides to find $x$: $x = 280 - 218 = 62$. The minimum score required on the fourth exam is 62.
Math,Algebra,Linear equations in one variable,Hard,"$\frac{5x+b}{x+1} = 5$. The equation above is true for all values of $x > -1$, where $b$ is a constant. What is the value of $b$?",,,,,5,5,The problem states that the equation is true for all values of $x > -1$. This means the equation represents an identity for the given domain.,"To solve for $b$, we can start by eliminating the denominator. Multiply both sides of the equation by $(x+1)$. Since $x > -1$, we know $x+1$ is not zero, so this operation is valid.",$(x+1) ( \frac{5x+b}{x+1} ) = 5(x+1)$.,This simplifies to $5x + b = 5(x+1)$.,Distribute the 5 on the right side of the equation: $5x + b = 5x + 5$.,"For this equation to be an identity (true for all $x$), the coefficients of $x$ on both sides must be equal (which they are, 5 = 5), and the constant terms must be equal. Therefore, $b=5$."
Math,Algebra,Linear equations in one variable,Hard,"A company prints posters. The cost, C, in dollars, to print a batch of posters is given by the equation $C = 1.25p + 40$, where $p$ is the number of posters printed. A different company charges a cost given by $C = 1.50p + 25$. For what number of posters is the printing cost the same for both companies?",,,,,60,60,"We are given two different cost equations for printing posters, where $p$ is the number of posters and $C$ is the total cost.",Company 1: $C = 1.25p + 40$. Company 2: $C = 1.50p + 25$.,"To find the number of posters for which the cost is the same, we must set the two cost expressions equal to each other.",$1.25p + 40 = 1.50p + 25$.,"To solve for $p$, gather the $p$ terms on one side and the constants on the other. Subtract $1.25p$ from both sides: $40 = 0.25p + 25$.","Subtract 25 from both sides: $15 = 0.25p$. To find $p$, divide both sides by 0.25: $p = \frac{15}{0.25} = 60$. The cost is the same for 60 posters."
Math,Algebra,Linear equations in one variable,Hard,"If $0.2(x-5) - 0.3(2x+1) = 0.9$, what is the value of $1 - 2x$?",$-5.5$,$12$,$-10$,$10$,B,,"First, solve the given linear equation for $x$. The equation is $0.2(x-5) - 0.3(2x+1) = 0.9$.",Distribute the decimal coefficients: $0.2x - 0.2(5) - 0.3(2x) - 0.3(1) = 0.9$. This becomes $0.2x - 1 - 0.6x - 0.3 = 0.9$.,"Combine like terms on the left side: $(0.2x - 0.6x) + (-1 - 0.3) = 0.9$, which simplifies to $-0.4x - 1.3 = 0.9$.","To isolate the $x$ term, add 1.3 to both sides: $-0.4x = 0.9 + 1.3$, so $-0.4x = 2.2$.",Divide both sides by -0.4 to solve for $x$: $x = \frac{2.2}{-0.4} = -\frac{22}{4} = -5.5$.,The question asks for the value of the expression $1 - 2x$. Substitute the value of $x$ we found: $1 - 2(-5.5) = 1 - (-11) = 1 + 11 = 12$.
Math,Algebra,Linear equations in one variable,Hard,"$a x - 7 = 3(x + b)$. In the equation above, $a$ and $b$ are constants. Which of the following must be true for the equation to have no solution? \\ I. $a = 3$ \\ II. $b = -\frac{7}{3}$ \\ III. $b \neq -\frac{7}{3}$",I only,II only,I and II only,I and III only,D,,An equation of the form $cx+d = mx+n$ has no solution if and only if the coefficients of the variable are equal ($c=m$) and the constant terms are not equal ($d \neq n$).,"First, expand the right side of the given equation: $ax - 7 = 3x + 3b$.","For the equation to have no solution, the coefficients of the $x$ terms on both sides must be equal. Therefore, $a$ must be equal to 3. This means statement I must be true.","Additionally, for the equation to have no solution, the constant terms on both sides must NOT be equal. The constant terms are -7 and $3b$.","So, we must have $-7 \neq 3b$. Dividing both sides of this inequality by 3 gives $b \neq -\frac{7}{3}$. This means statement III must be true.","Since statement III must be true, statement II, which claims $b = -\frac{7}{3}$, must be false. Therefore, for the equation to have no solution, both statements I and III must be true."
Math,Algebra,Linear equations in one variable,Hard,What is the solution $n$ to the equation $\frac{2n}{3} - \frac{n-5}{6} = \frac{3n+1}{2}$?,,,,,1/3,1/3,"The equation contains fractions with denominators 3, 6, and 2. To eliminate the fractions, we multiply the entire equation by the least common denominator (LCD), which is 6.",$6 ( \frac{2n}{3} ) - 6 ( \frac{n-5}{6} ) = 6 ( \frac{3n+1}{2} )$.,Simplify each term: $2(2n) - 1(n-5) = 3(3n+1)$.,This simplifies to $4n - (n-5) = 9n+3$. Be careful with the minus sign in front of the parenthesis.,Distribute the negative sign: $4n - n + 5 = 9n+3$. Combine like terms on the left: $3n + 5 = 9n + 3$.,Solve for $n$. Subtract $3n$ from both sides: $5 = 6n + 3$. Subtract 3 from both sides: $2 = 6n$. Divide by 6: $n = \frac{2}{6} = \frac{1}{3}$.
Math,Algebra,Linear equations in one variable,Hard,A chemist has two solutions of hydrochloric acid. Solution A is 20% acid and Solution B is 50% acid. How many milliliters (mL) of Solution A must be mixed with 150 mL of Solution B to produce a solution that is 40% acid?,,,,,75,75,"Let $x$ be the volume, in mL, of Solution A to be added. The total volume of the final mixture will be the sum of the volumes of Solution A and Solution B, which is $x + 150$ mL.",The amount of pure acid in each solution is its volume multiplied by its concentration. Amount of acid from Solution A = $0.20x$. Amount of acid from Solution B = $0.50 \times 150 = 75$ mL.,The total amount of acid in the final mixture is the sum of the acid from both solutions: $0.20x + 75$.,The final mixture is required to be 40% acid. This means the total amount of acid must be 40% of the total volume: Total Acid = $0.40 \times$ Total Volume.,Set up the equation: $0.20x + 75 = 0.40(x + 150)$.,"Solve the equation for $x$. Distribute 0.40: $0.20x + 75 = 0.40x + 60$. Subtract $0.20x$ from both sides: $75 = 0.20x + 60$. Subtract 60 from both sides: $15 = 0.20x$. Divide by 0.20: $x = \frac{15}{0.20} = 75$. So, 75 mL of Solution A must be used."
Math,Algebra,Linear equations in one variable,Hard,How many solutions does the equation $\frac{1}{2}(4x+6) = 3(x-1)-x$ have?,Zero,Exactly one,Exactly two,Infinitely many,A,,"To determine the number of solutions, we need to simplify both sides of the equation and compare them.",Simplify the left-hand side (LHS): $\frac{1}{2}(4x+6) = \frac{1}{2}(4x) + \frac{1}{2}(6) = 2x + 3$.,Simplify the right-hand side (RHS): $3(x-1)-x = 3x - 3 - x$. Combining like terms gives $2x - 3$.,"Now, the simplified equation is $2x + 3 = 2x - 3$.","To solve this, we can subtract $2x$ from both sides of the equation, which results in $3 = -3$.","The statement $3 = -3$ is a contradiction; it is never true. Therefore, there is no value of $x$ that can make the original equation true. The equation has zero solutions."
Math,Algebra,Linear equations in one variable,Hard,"If $3(x - a) + 2x = 5(x-6)$ has infinitely many solutions, what is the value of $a$?",,,,,10,10,"An equation has infinitely many solutions if it is an identity, meaning the expressions on both sides are equivalent for all values of the variable.","First, simplify the left side of the equation: $3(x - a) + 2x = 3x - 3a + 2x$. Combining like terms gives $5x - 3a$.","Next, simplify the right side of the equation: $5(x-6) = 5x - 30$.","For the equation to have infinitely many solutions, the simplified left side must equal the simplified right side: $5x - 3a = 5x - 30$.","For these two expressions to be identical, the coefficients of $x$ must be equal (which they are, $5=5$) and the constant terms must be equal.",Set the constant terms equal to each other to solve for $a$: $-3a = -30$. Dividing both sides by -3 gives $a = 10$.
Math,Algebra,Linear equations in one variable,Hard,"A rectangular garden has a perimeter of 96 meters. Its length is 8 meters more than twice its width. What is the length of the garden, in meters?",,,,,104/3,104/3,"Let $w$ be the width of the garden and $l$ be the length. The problem states that the length is 8 meters more than twice its width, so we can write the equation $l = 2w + 8$.",The formula for the perimeter of a rectangle is $P = 2l + 2w$. We are given that the perimeter is 96 meters.,Substitute the expression for $l$ and the value of $P$ into the perimeter formula: $96 = 2(2w + 8) + 2w$.,"Solve this equation for $w$. First, distribute the 2: $96 = 4w + 16 + 2w$. Combine like terms: $96 = 6w + 16$.",Subtract 16 from both sides: $80 = 6w$. Solve for $w$: $w = \frac{80}{6} = \frac{40}{3}$.,"The question asks for the length of the garden, not the width. Use the relationship $l = 2w + 8$ and substitute the value of $w$: $l = 2(\frac{40}{3}) + 8 = \frac{80}{3} + \frac{24}{3} = \frac{104}{3}$. The length is $\frac{104}{3}$ meters."
Math,Algebra,Linear equations in one variable,Hard,"For a certain value of the constant $b$, the equation $\frac{x-b}{2} - \frac{x+b}{3} = 1$ has the solution $x = 11$. What is the value of this constant $b$?",,,,,1,1,We are given that $x=11$ is the solution to the equation. We can substitute this value for $x$ into the equation to find the value of $b$.,Substituting $x=11$: $\frac{11-b}{2} - \frac{11+b}{3} = 1$.,"This is now a linear equation in one variable, $b$. To solve it, first eliminate the fractions by multiplying by the LCD of 2 and 3, which is 6.",$6 ( \frac{11-b}{2} ) - 6 ( \frac{11+b}{3} ) = 6(1)$. This simplifies to $3(11-b) - 2(11+b) = 6$.,Distribute the 3 and -2: $33 - 3b - 22 - 2b = 6$.,"Combine like terms on the left side: $(33 - 22) + (-3b - 2b) = 6$, which simplifies to $11 - 5b = 6$. Subtract 11 from both sides: $-5b = -5$. Divide by -5 to find $b=1$."
Math,Algebra,Linear equations in one variable,Hard,"The equation $v^2 = v_0^2 + 2ad$ relates the final velocity $v$ of an object to its initial velocity $v_0$, its acceleration $a$, and the distance $d$ it has traveled. Which of the following expresses the acceleration $a$ in terms of the other variables?",$a = \frac{v^2 - v_0^2}{2d}$,$a = \frac{v^2 + v_0^2}{2d}$,$a = \frac{v - v_0}{2d}$,$a = \frac{(v-v_0)^2}{2d}$,A,,The task is to solve the literal equation $v^2 = v_0^2 + 2ad$ for the variable $a$. This means we need to isolate $a$ on one side of the equation.,"The term containing $a$ is $2ad$. To begin isolating this term, subtract $v_0^2$ from both sides of the equation.",$v^2 - v_0^2 = v_0^2 + 2ad - v_0^2$.,This simplifies to $v^2 - v_0^2 = 2ad$.,"The variable $a$ is being multiplied by $2$ and $d$. To isolate $a$, divide both sides of the equation by $2d$.",$\frac{v^2 - v_0^2}{2d} = \frac{2ad}{2d}$. This simplifies to $a = \frac{v^2 - v_0^2}{2d}$.
Math,Algebra,Linear equations in one variable,Hard,"$2(3-2(x-1)) = k(2-x) + 4$. In the given equation, $k$ is a constant. If the equation has no solution, what is the value of $k$?",,,,,4,4,"For a linear equation to have no solution, the coefficients of the variable on both sides must be equal, but the constant terms must be different.","First, simplify the left-hand side (LHS) of the equation: $2(3 - 2(x-1)) = 2(3 - 2x + 2) = 2(5 - 2x) = 10 - 4x$.","Next, simplify the right-hand side (RHS) of the equation: $k(2-x) + 4 = 2k - kx + 4$. Rearranging terms gives $(-k)x + (2k+4)$.",Set the simplified sides equal: $10 - 4x = (2k+4) - kx$.,"For no solution, the coefficients of $x$ must be equal: $-4 = -k$. Solving for $k$ gives $k=4$.","We must also verify that the constant terms are not equal for this value of $k$. The constant terms are 10 and $2k+4$. Substitute $k=4$ into the second constant: $2(4)+4 = 8+4=12$. Since $10 \neq 12$, the condition is met. Therefore, the value of $k$ must be 4."
Math,Algebra,Linear equations in one variable,Hard,"A tub is being filled with water at a rate of 5.2 liters per minute. At the same time, water is draining from the tub at a rate of 1.9 liters per minute. The tub initially contains 28 liters of water and has a maximum capacity of 150 liters. To the nearest minute, how long will it take to fill the tub completely?",,,,,37,37,"First, determine the net rate at which the volume of water in the tub is changing. This is the fill rate minus the drain rate.",Net fill rate = $5.2$ L/min - $1.9$ L/min = $3.3$ L/min.,"Let $t$ be the time in minutes. The amount of water added to the tub in $t$ minutes is the net fill rate times time, which is $3.3t$. The total amount of water in the tub at time $t$ is the initial amount plus the amount added: $W(t) = 28 + 3.3t$.",The tub is full when its volume reaches its capacity of 150 liters. Set the expression for the amount of water equal to 150: $28 + 3.3t = 150$.,Solve this equation for $t$. Subtract 28 from both sides: $3.3t = 122$.,Divide by 3.3: $t = \frac{122}{3.3} \approx 36.9696...$. The question asks for the answer to the nearest minute. Rounding 36.9696... to the nearest integer gives 37. It will take approximately 37 minutes to fill the tub.
Math,Algebra,Linear equations in one variable,Hard,"The formula for the area of a trapezoid is given by $A = \frac{1}{2}h(b_1+b_2)$, where $A$ is the area, $h$ is the height, and $b_1$ and $b_2$ are the lengths of the two bases. Which of the following correctly expresses the base $b_1$ in terms of $A$, $h$, and $b_2$?",$b_1 = \frac{2A - b_2}{h}$,$b_1 = \frac{A}{2h} - b_2$,$b_1 = \frac{2A}{h} - b_2$,$b_1 = 2A - h - b_2$,C,,The task is to isolate the variable $b_1$ in the given formula $A = \frac{1}{2}h(b_1+b_2)$.,"First, to eliminate the fraction, multiply both sides of the equation by 2: $2A = h(b_1+b_2)$.","Next, to isolate the parenthetical term, divide both sides by $h$: $\frac{2A}{h} = b_1+b_2$.","Finally, to solve for $b_1$, subtract $b_2$ from both sides of the equation: $\frac{2A}{h} - b_2 = b_1$.",Rearranging gives $b_1 = \frac{2A}{h} - b_2$. This matches option C.,
Math,Algebra,Linear equations in one variable,Hard,For what value of the constant $p$ does the equation $\frac{px-1}{3} = \frac{2x+1}{2} - \frac{x-1}{6}$ have no solution?,,,,,5/2,5/2,"An equation has no solution if, after simplification, the coefficients of the variable term are equal on both sides, but the constant terms are not equal.","The given equation is $\frac{px-1}{3} = \frac{2x+1}{2} - \frac{x-1}{6}$. To eliminate the fractions, multiply the entire equation by the least common denominator (LCD) of 3, 2, and 6, which is 6.",$6(\frac{px-1}{3}) = 6(\frac{2x+1}{2}) - 6(\frac{x-1}{6})$.,Simplify each term: $2(px-1) = 3(2x+1) - 1(x-1)$.,Distribute and simplify both sides: $2px - 2 = 6x + 3 - x + 1$. This simplifies to $2px - 2 = 5x + 4$.,"For no solution, the coefficients of $x$ must be equal: $2p = 5$, which means $p = \frac{5}{2}$. The constant terms, -2 and 4, are not equal, so this condition is met. The value of $p$ is $\frac{5}{2}$."
Math,Algebra,Linear equations in one variable,Hard,"The combined gas law is given by the formula $\frac{P_1V_1}{T_1} = \frac{P_2V_2}{T_2}$, where $P$ is pressure, $V$ is volume, and $T$ is temperature for two different states of a gas. Which of the following gives $T_2$ in terms of the other variables?",$T_2 = \frac{P_1V_1T_1}{P_2V_2}$,$T_2 = \frac{P_2V_2T_1}{P_1V_1}$,$T_2 = \frac{P_2V_2}{P_1V_1T_1}$,$T_2 = T_1 - \frac{P_2V_2}{P_1V_1}$,B,,We need to solve the literal equation $\frac{P_1V_1}{T_1} = \frac{P_2V_2}{T_2}$ for the variable $T_2$.,"To begin isolating $T_2$, we can use cross-multiplication on the proportion.",Cross-multiplying gives: $P_1V_1T_2 = P_2V_2T_1$.,"The variable $T_2$ is being multiplied by the term $P_1V_1$. To solve for $T_2$, we need to divide both sides of the equation by $P_1V_1$.",$\frac{P_1V_1T_2}{P_1V_1} = \frac{P_2V_2T_1}{P_1V_1}$.,"This simplifies to $T_2 = \frac{P_2V_2T_1}{P_1V_1}$, which corresponds to option B."
Math,Algebra,Linear equations in one variable,Hard,"Tickets for a concert were sold for \$25 for adults and \$15 for students. The total revenue from the sale of 300 tickets was \$6,500. How many adult tickets were sold?",,,,,200,200,Let $a$ be the number of adult tickets sold and $s$ be the number of student tickets sold.,"We are given that a total of 300 tickets were sold, so we can write the equation $a + s = 300$. This means $s = 300 - a$.",The total revenue is the sum of the revenue from adult tickets and student tickets. The revenue equation is $25a + 15s = 6500$.,Substitute the expression for $s$ from Step 2 into the revenue equation: $25a + 15(300 - a) = 6500$.,Solve the equation for $a$. Distribute the 15: $25a + 4500 - 15a = 6500$. Combine like terms: $10a + 4500 = 6500$.,"Subtract 4500 from both sides: $10a = 2000$. Divide by 10: $a = 200$. So, 200 adult tickets were sold."
Math,Algebra,Linear equations in one variable,Hard,"If $z$ is the solution to the equation $\frac{2z+1}{3} - \frac{z-2}{4} = \frac{z}{2}$, what is the value of the expression $5z-1$?",$10$,$49$,$51$,$5$,B,,"First, solve the given equation for $z$. The equation is $\frac{2z+1}{3} - \frac{z-2}{4} = \frac{z}{2}$. The least common denominator (LCD) for 3, 4, and 2 is 12.",Multiply every term by the LCD to clear the fractions: $12(\frac{2z+1}{3}) - 12(\frac{z-2}{4}) = 12(\frac{z}{2})$.,Simplify the equation: $4(2z+1) - 3(z-2) = 6z$.,Apply the distributive property: $8z + 4 - 3z + 6 = 6z$.,Combine like terms on the left side: $5z + 10 = 6z$. Subtract $5z$ from both sides: $10 = z$.,The question asks for the value of $5z-1$. Substitute the value of $z=10$ into the expression: $5(10) - 1 = 50 - 1 = 49$.
Math,Algebra,Linear equations in one variable,Hard,The sum of three consecutive odd integers is 11 more than twice the largest of these integers. What is the smallest of the three integers?,,,,,13,13,"Let the three consecutive odd integers be represented by $n$, $n+2$, and $n+4$. The smallest integer is $n$ and the largest is $n+4$.",The sum of these three integers is $n + (n+2) + (n+4) = 3n + 6$.,"Twice the largest integer is $2(n+4)$. The problem states the sum is 11 more than this, so we can write the expression $2(n+4) + 11$.",Set the two expressions equal to each other to form the equation: $3n + 6 = 2(n+4) + 11$.,"Solve the equation for $n$. First, simplify the right side: $3n+6 = 2n + 8 + 11$, which is $3n+6 = 2n+19$.",Subtract $2n$ from both sides: $n+6=19$. Subtract 6 from both sides: $n=13$. The smallest integer is 13.
Math,Algebra,Linear equations in one variable,Hard,"The formula for simple interest is $A = P(1+rt)$, where $A$ is the final amount, $P$ is the principal amount, $r$ is the annual interest rate, and $t$ is the time in years. Which of the following expresses $t$ in terms of $A$, $P$, and $r$?",$t = \frac{A-1}{Pr}$,$t = \frac{A-P}{Pr}$,$t = \frac{A}{P} - r$,$t = \frac{A}{Pr} - 1$,B,,We need to rearrange the formula $A = P(1+rt)$ to solve for $t$.,"First, divide both sides by $P$ to isolate the parenthesis: $\frac{A}{P} = 1+rt$.","Next, subtract 1 from both sides to isolate the term with $t$: $\frac{A}{P} - 1 = rt$.","To combine the terms on the left side, find a common denominator: $\frac{A}{P} - \frac{P}{P} = \frac{A-P}{P}$.",So the equation becomes $\frac{A-P}{P} = rt$.,"Finally, divide both sides by $r$ to solve for $t$: $t = \frac{A-P}{Pr}$."
Math,Algebra,Linear equations in one variable,Hard,"A painter can paint a room in 6 hours. Her apprentice can paint the same room in 10 hours. If $t$ is the time in hours it takes for them to paint the room together, which of the following equations correctly models this situation?",$6t + 10t = 1$,$16t = 1$,$\frac{t}{6} + \frac{t}{10} = 1$,$\frac{1}{6} + \frac{1}{10} = t$,C,,This is a work-rate problem. The rate of work is the amount of the job completed per unit of time.,"The painter's rate is $\frac{1 \text{ room}}{6 \text{ hours}}$, or $\frac{1}{6}$ of the room per hour.","The apprentice's rate is $\frac{1 \text{ room}}{10 \text{ hours}}$, or $\frac{1}{10}$ of the room per hour.","Let $t$ be the time they work together. The part of the job the painter completes is her rate times time, or $\frac{1}{6}t$, which can be written as $\frac{t}{6}$.","Similarly, the part of the job the apprentice completes is $\frac{1}{10}t$, or $\frac{t}{10}$.","Together, they complete one full job. So, the sum of the parts they complete must equal 1: $\frac{t}{6} + \frac{t}{10} = 1$."
Math,Algebra,Linear equations in one variable,Hard,What value of $m$ is the solution to the equation $2(m - 3(m-1)) + 5 = 0$?,$\frac{11}{4}$,$\frac{1}{4}$,$-\frac{11}{4}$,$-\frac{1}{4}$,A,,The equation is $2(m - 3(m-1)) + 5 = 0$. We need to solve for $m$.,Start by simplifying the innermost part of the expression. Distribute the -3 inside the inner parenthesis: $m-3m+3$.,Combine like terms inside the main parenthesis: $(m-3m) + 3 = -2m+3$.,The equation now becomes $2(-2m+3) + 5 = 0$.,Distribute the 2: $-4m + 6 + 5 = 0$. Combine the constant terms: $-4m + 11 = 0$.,"To solve for $m$, subtract 11 from both sides: $-4m = -11$. Divide by -4: $m = \frac{-11}{-4} = \frac{11}{4}$."
Math,Algebra,Linear equations in one variable,Hard,How many solutions does the equation $\frac{x-1}{3} = \frac{x+2}{3} - 2$ have?,Zero,Exactly one,Exactly two,Infinitely many,A,,"To determine the number of solutions, we need to simplify the equation and solve for $x$.","The equation is $\frac{x-1}{3} = \frac{x+2}{3} - 2$. To eliminate the fractions, we can multiply all terms by the denominator, 3.",$3(\frac{x-1}{3}) = 3(\frac{x+2}{3}) - 3(2)$.,This simplifies to $x-1 = (x+2) - 6$.,Simplify the right-hand side of the equation: $x-1 = x-4$.,"Subtracting $x$ from both sides gives the statement $-1 = -4$. This is a contradiction, as it is never true. Therefore, there is no value of $x$ that can satisfy the equation, meaning it has zero solutions."
Math,Algebra,Linear equations in one variable,Hard,"Two cyclists start from the same point and travel in opposite directions. One cyclist travels at a constant speed of 12 miles per hour (mph) and the other at a constant speed of 15 mph. After how much time, in hours, will they be 90 miles apart?",,,,,10/3,10/3,"This is a distance, rate, and time problem. The formula is Distance = Rate $\times$ Time.","Let $t$ be the time in hours that the cyclists travel. Since they travel in opposite directions, the total distance between them is the sum of the distances each has traveled.",The distance traveled by the first cyclist is $d_1 = 12t$. The distance traveled by the second cyclist is $d_2 = 15t$.,The total distance between them is $d_1 + d_2$. We are given that this total distance is 90 miles.,Set up the equation: $12t + 15t = 90$.,"Combine like terms: $27t = 90$. To solve for $t$, divide both sides by 27: $t = \frac{90}{27}$. This fraction simplifies by dividing the numerator and denominator by 9: $t = \frac{10}{3}$ hours."
Math,Algebra,Linear equations in one variable,Hard,"If $3(x-5) - (x-1) = 0$, what is the value of $x^2 + 1$?",8,48,50,7,C,,"First, solve the given linear equation for the variable $x$. The equation is $3(x-5) - (x-1) = 0$.",Apply the distributive property: $3x - 15 - x + 1 = 0$. Be careful to distribute the negative sign to both terms in the second parenthesis.,Combine like terms on the left side: $(3x-x) + (-15+1) = 0$. This simplifies to $2x - 14 = 0$.,Add 14 to both sides of the equation: $2x = 14$.,Divide by 2 to find the value of $x$: $x=7$.,The question asks for the value of the expression $x^2 + 1$. Substitute the value of $x$ we found: $(7)^2 + 1 = 49 + 1 = 50$.
Math,Algebra,Linear equations in one variable,Hard,"The gravitational force between two objects is given by $F = G \frac{m_1 m_2}{r^2}$, where $G$ is the gravitational constant, $m_1$ and $m_2$ are the masses of the two objects, and $r$ is the distance between them. Which of the following formulas correctly solves for the mass $m_1$?",$m_1 = \frac{F G m_2}{r^2}$,$m_1 = F G m_2 r^2$,$m_1 = \frac{F r^2}{G m_2}$,$m_1 = \frac{G m_2}{F r^2}$,C,,The goal is to rearrange the equation $F = G \frac{m_1 m_2}{r^2}$ to isolate the variable $m_1$.,"To eliminate the fraction, multiply both sides of the equation by $r^2$.",$F \cdot r^2 = (G \frac{m_1 m_2}{r^2}) \cdot r^2$.,This simplifies to $F r^2 = G m_1 m_2$.,"The variable $m_1$ is being multiplied by $G$ and $m_2$. To isolate $m_1$, we must divide both sides of the equation by the product $Gm_2$.",$\frac{F r^2}{G m_2} = \frac{G m_1 m_2}{G m_2}$. This simplifies to $m_1 = \frac{F r^2}{G m_2}$.
Math,Algebra,Linear equations in one variable,Hard,"A phone company has a monthly plan that charges a flat fee plus a per-text-message rate. In one month, a customer sent 150 text messages, and the total bill was \$35.00. The next month, the customer sent 220 text messages, and the total bill was \$42.00. What is the monthly flat fee for this plan?",\$10.00,\$15.00,\$20.00,\$0.10,C,,Let $f$ be the monthly flat fee and $c$ be the cost per text message. The total cost can be modeled by the equation: Cost = $f + c \times (\text{number of texts})$.,"First, find the cost per text, $c$. The change in cost between the two months is \$42.00 - \$35.00 = \$7.00. The change in the number of texts is $220 - 150 = 70$.",The cost per text is the change in cost divided by the change in texts: $c = \frac{\$7.00}{70} = \$0.10$ per text.,"Now, use the data from one of the months to find the flat fee, $f$. Using the first month's data: Total Cost = $f + c \times (\text{number of texts})$.",\$35.00 = f + (\$0.10)(150)$.,\$35.00 = f + \$15.00. Subtract \$15.00 from both sides to find the fee: $f = \$20.00.
Math,Algebra,Linear equations in one variable,Hard,"If $m$ is the solution to the equation $\frac{m}{2} + \frac{m}{3} + \frac{m}{4} = 26$, what is the value of $m-4$?",,,,,20,20,"First, solve for $m$ in the given equation $\frac{m}{2} + \frac{m}{3} + \frac{m}{4} = 26$.","To eliminate the fractions, multiply every term by the least common denominator (LCD) of 2, 3, and 4, which is 12.",$12(\frac{m}{2}) + 12(\frac{m}{3}) + 12(\frac{m}{4}) = 12(26)$.,Simplify the equation: $6m + 4m + 3m = 312$.,Combine the like terms on the left side: $13m = 312$. Divide both sides by 13 to find $m$: $m = \frac{312}{13} = 24$.,The question asks for the value of $m-4$. Substitute $m=24$ into the expression: $24 - 4 = 20$.
Math,Algebra,Linear equations in one variable,Hard,"The length of a rectangle is exactly $\frac{2}{3}$ of its width. If the perimeter of the rectangle is 100 units, what is its area?",300,400,500,600,D,,"Let $w$ be the width of the rectangle. The length, $l$, is given as $l = \frac{2}{3}w$.",The formula for the perimeter of a rectangle is $P = 2(l+w)$. We are given that $P=100$.,Substitute the expression for $l$ and the value of $P$ into the formula: $100 = 2(\frac{2}{3}w + w)$.,"Solve for $w$. First, combine terms inside the parenthesis: $\frac{2}{3}w + w = \frac{2}{3}w + \frac{3}{3}w = \frac{5}{3}w$. The equation becomes $100 = 2(\frac{5}{3}w) = \frac{10}{3}w$.","To find $w$, multiply both sides by $\frac{3}{10}$: $w = 100 \cdot \frac{3}{10} = 30$. Now find the length: $l = \frac{2}{3}(30) = 20$.","The question asks for the area of the rectangle, which is $A = l \times w$. Area = $20 \times 30 = 600$ square units."
