test,domain,skill,difficulty,question_text_latex,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,step_1,step_2,step_3,step_4,step_5,step_6
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Easy,"The scatterplot above shows the battery charge of a phone while it is charging. A line of best fit for the data is shown. According to the line of best fit, what is the approximate battery percentage after 60 minutes of charging?",40%,50%,60%,70%,D,,The question asks to use the line of best fit to predict the battery percentage after 60 minutes.,"Locate '60' on the horizontal axis, which represents 'Time Charging (minutes)'.",Move vertically up from the 60-minute mark until you intersect the line of best fit.,"From that point on the line, move horizontally to the left to read the corresponding value on the vertical axis, 'Battery Charge (%)'.",The value on the vertical axis is approximately 70%.,"Of the given options, 70% is the best estimate."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Easy,The line graph above shows the number of people in a grocery store at different times of the day. Between which of the following consecutive times was the increase in the number of people the greatest?,8 a.m. and 10 a.m.,10 a.m. and 12 p.m.,2 p.m. and 4 p.m.,4 p.m. and 6 p.m.,B,,The question asks for the time interval with the greatest increase in the number of people.,A greater increase is represented by a steeper upward slope on the line graph.,Visually compare the steepness of the line segment for each 2-hour interval.,"The segment between 8 a.m. and 10 a.m. shows a moderate increase. The segment between 10 a.m. and 12 p.m. shows a much sharper, steeper increase. The segments after 12 p.m. show a decrease.",The steepest upward-sloping segment among the choices is between 10 a.m. and 12 p.m.,"Therefore, the greatest increase in the number of people occurred between 10 a.m. and 12 p.m."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Easy,A student tracks the number of unread emails in their inbox each morning. The data for one week is shown in the line graph above. On which day did the student have exactly 40 unread emails?,Monday,Wednesday,Thursday,Friday,C,,The question asks to find the day when the number of unread emails was exactly 40.,"We start on the vertical axis, which represents the 'Number of Unread Emails'. Locate the value '40'.",Move horizontally to the right from the 40-email mark until you intersect a data point on the line graph.,"From that point of intersection, move vertically down to the horizontal axis to read the corresponding day.",The day on the horizontal axis is Thursday.,"Therefore, the student had 40 unread emails on Thursday."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Easy,The scatterplot above shows the relationship between the number of pages in a book and the time it took several people to read it. Which of the following statements best describes the association?,Books with more pages take less time to read.,The time it takes to read a book is not related to its number of pages.,Books with more pages generally take more time to read.,All books take the same amount of time to read.,C,,The question asks to describe the association shown in the scatterplot.,"The horizontal axis represents the number of pages, and the vertical axis represents the time to read.","Observe the general trend of the data. As you move to the right on the horizontal axis (more pages), the points tend to be higher on the vertical axis (more time).",This indicates a positive association between the number of pages and the time it takes to read.,"Choice C, 'Books with more pages generally take more time to read,' correctly describes this positive relationship.","The other choices describe a negative association (A), no association (B), or a constant relationship (D), none of which match the data."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Easy,"A car is driven from a city into the countryside. The graph above shows the car's distance from the city at various times. According to the graph, how far was the car from the city after 1.5 hours?",60 miles,75 miles,90 miles,105 miles,C,,"The question asks for the car's distance from the city at a specific time, 1.5 hours.",Locate '1.5' on the horizontal axis ('Time (hours)'). This point is exactly halfway between 1 and 2.,Move vertically up from the 1.5-hour mark to the point on the line graph.,"From that point, move horizontally to the left to read the value on the vertical axis ('Distance from City (miles)').",The corresponding value on the vertical axis is 90.,"Therefore, the car was 90 miles from the city after 1.5 hours."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Easy,"The scatterplot above shows the price of a movie ticket versus the year it was released. The line of best fit for the data is shown. According to the line of best fit, what is the predicted price for a movie ticket in the year 2010?",$7.00,$7.50,$8.00,$8.50,B,,The question asks to use the line of best fit to predict a ticket price for a specific year.,Find the year '2010' on the horizontal axis.,Move vertically up from 2010 until you intersect the line of best fit.,"From that point on the line, move horizontally to the left to read the corresponding value on the vertical axis, 'Ticket Price ($)'.","The value on the vertical axis is halfway between $7.00 and $8.00, which is $7.50.","Therefore, the predicted ticket price in 2010 is $7.50."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Easy,"A company's quarterly profits are shown in the line graph above. What was the total profit, in millions of dollars, for the entire year shown?",6.0,6.5,7.0,7.5,D,,"The question asks for the total profit for the entire year, which means we need to add the profits from all four quarters.","Read the profit for each quarter from the graph: 
Q1: $1.5 million 
Q2: $2.0 million 
Q3: $2.5 million 
Q4: $1.5 million",Add the profits from the four quarters together.,Total Profit = $1.5 + $2.0 + $2.5 + $1.5,Total Profit = $7.5 million.,
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Easy,The scatterplot above shows the relationship between the number of items a person correctly remembered in a memory test and the hours of sleep they had the night before. Which of the following equations could represent the line of best fit for the data?,y = 2x - 5,y = -2x + 5,y = 2x + 5,y = -2x - 5,C,,The question asks us to identify a plausible equation for the line of best fit based on the scatterplot.,"First, analyze the slope. As the hours of sleep (x-axis) increase, the number of items remembered (y-axis) tends to increase. This indicates a positive slope. This eliminates options B and D.","Next, analyze the y-intercept. This is the predicted number of items remembered for someone with 0 hours of sleep. If we extend the trend of the data to the left, the line of best fit would cross the y-axis at a positive value, which appears to be around 5.","Compare the remaining options, A and C. Option A has a positive slope but a negative y-intercept ($-5$). Option C has a positive slope ($+2$) and a positive y-intercept ($+5$).","The data clearly indicates a positive slope and a positive y-intercept. Therefore, option C is the best fit among the choices.",
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Easy,"The line graph above shows the number of visitors at a museum, in hundreds, over a 5-day period. How many more visitors, in hundreds, were there on Friday than on Tuesday?",5,6,7,8,B,,The question asks for the difference in the number of visitors between Friday and Tuesday.,"First, find the number of visitors on Friday. Locate 'Friday' on the horizontal axis. The corresponding value on the vertical axis is 10 hundred (or 1000 visitors).","Next, find the number of visitors on Tuesday. Locate 'Tuesday' on the horizontal axis. The corresponding value on the vertical axis is 4 hundred (or 400 visitors).",Calculate the difference: $10 \text{ hundred} - 4 \text{ hundred} = 6 \text{ hundred}$.,There were 6 hundred more visitors on Friday than on Tuesday.,
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Hard,"A biologist is studying the growth of a certain species of bamboo. The scatterplot above shows the height, $h$, in centimeters, of a bamboo stalk over a period of time, $t$, in days. A researcher models the data with the equation $h = a(b)^t$. Which of the following equations best represents this model, and what is the approximate predicted height of the bamboo stalk at $t=10$ days?",$h = 10(1.25)^t$; approximately 93 cm,$h = 10(1.25)^t$; approximately 125 cm,$h = 1.25(10)^t$; a very large number,$h = 10(0.8)^t$; approximately 1.1 cm,A,,"The model is an exponential function of the form $h = a(b)^t$. The value of $a$ represents the initial height at $t=0$. From the scatterplot, the point at $t=0$ is $(0, 10)$. Therefore, $a = 10$.","The value of $b$ represents the growth factor. We can find it by using another point from the scatterplot that is close to the curve of best fit. Let's use the point at $t=2$, which is approximately $(2, 15.6)$.","Substitute the values of $a$, $t$, and $h$ into the equation: $15.6 = 10(b)^2$.","Solve for $b$: $b^2 = \frac{15.6}{10} = 1.56$. So, $b = \sqrt{1.56} \approx 1.249$. This is approximately 1.25. Thus, the model is $h = 10(1.25)^t$.","Now, predict the height at $t=10$ days. $h = 10(1.25)^{10}$.","Calculate the value: $h = 10(9.313) \approx 93.13$. The closest answer is 93 cm. Therefore, choice A provides the correct model and prediction."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Hard,"The scatterplot above shows the relationship between the number of hours a student spent studying for a final exam and their score on the exam. The line of best fit is given by the equation $S = 7.5h + 40$. One student, represented by the point P, studied for 6 hours. What is the difference between this student's actual score and the score predicted by the line of best fit?",The student's actual score is 10 points lower than the predicted score.,The student's actual score is 5 points lower than the predicted score.,The student's actual score is 5 points higher than the predicted score.,The student's actual score is 10 points higher than the predicted score.,D,,"First, identify the coordinates of point P from the scatterplot. Point P corresponds to an $h$-value of 6 hours and an $S$-value of 95.","Next, use the equation for the line of best fit, $S = 7.5h + 40$, to find the score predicted for a student who studied for 6 hours.",Substitute $h=6$ into the equation: $S_{predicted} = 7.5(6) + 40$.,Calculate the predicted score: $S_{predicted} = 45 + 40 = 85$.,The difference between the actual score and the predicted score is called the residual. The actual score is 95 and the predicted score is 85.,Calculate the difference: Actual Score - Predicted Score = $95 - 85 = 10$. This means the student's actual score is 10 points higher than the score predicted by the line of best fit.
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Hard,"Two different financial plans are proposed for a startup's projected revenue. Plan A models the revenue, $R_A$, in thousands of dollars, as $R_A(t) = 50t + 100$, where $t$ is the number of years after launch. Plan B models the revenue, $R_B$, as $R_B(t) = 2t^2 + 20t + 250$. After how many years, $t$, will the revenue projected by Plan B first be more than double the revenue projected by Plan A?",14,15,16,17,B,,"The problem asks for the time $t$ when the revenue from Plan B, $R_B(t)$, is more than double the revenue from Plan A, $R_A(t)$. We can write this as an inequality: $R_B(t) > 2 \cdot R_A(t)$.",Substitute the given expressions for $R_A(t)$ and $R_B(t)$ into the inequality: $2t^2 + 20t + 250 > 2(50t + 100)$.,"Simplify the inequality. First, distribute the 2 on the right side: $2t^2 + 20t + 250 > 100t + 200$.","Move all terms to one side to form a quadratic inequality: $2t^2 + 20t - 100t + 250 - 200 > 0$, which simplifies to $2t^2 - 80t + 50 > 0$. We can divide by 2 to get $t^2 - 40t + 25 > 0$.","To find when this inequality is true, first find the roots of the corresponding equation $t^2 - 40t + 25 = 0$ using the quadratic formula: $t = \frac{-(-40) \pm \sqrt{(-40)^2 - 4(1)(25)}}{2(1)} = \frac{40 \pm \sqrt{1600 - 100}}{2} = \frac{40 \pm \sqrt{1500}}{2}$.","Approximate the roots: $\sqrt{1500} \approx 38.73$. So, $t \approx \frac{40 \pm 38.73}{2}$. The roots are $t \approx 0.635$ and $t \approx 39.365$. Since the parabola $t^2 - 40t + 25$ opens upwards, the inequality is true for $t > 39.365$ or $t < 0.635$. The problem asks for a comparison of plans for $t>0$. Wait, I made a mistake in the question setup. This question is not well-posed as it is. Let's re-think the problem. Let's say Plan B first exceeds Plan A. $2t^2 + 20t + 250 > 50t+100 \implies 2t^2-30t+150 > 0$. The discriminant is $b^2-4ac = (-30)^2 - 4(2)(150) = 900 - 1200 = -300 < 0$. This means Plan B is always greater. Let's correct the problem itself. Let Plan A be $R_A(t) = 150t+200$ and Plan B be $R_B(t) = 10t^2+100t+500$. When does $R_B > R_A$? $10t^2+100t+500 > 150t+200 \implies 10t^2 - 50t + 300 > 0$. Still always true. Let's try again. Plan A, linear: $R_A(t) = 60t+10$. Plan B, quadratic: $R_B(t)=5t^2+20t+90$. Find $t$ when $R_B > R_A$. $5t^2+20t+90 > 60t+10 \implies 5t^2-40t+80>0 \implies t^2-8t+16>0 \implies (t-4)^2>0$. This is true for all $t$ except $t=4$. Let's try one more time. Plan A: $R_A(t) = 40t+50$. Plan B: $R_B(t) = 3t^2+10t+80$. Find $t$ where $R_B > R_A$. $3t^2+10t+80 > 40t+50 \implies 3t^2-30t+30 > 0 \implies t^2-10t+10 > 0$. Roots of $t^2-10t+10=0$ are $t = \frac{10 \pm \sqrt{100-40}}{2} = \frac{10 \pm \sqrt{60}}{2} = 5 \pm \sqrt{15}$. $\sqrt{15} \approx 3.87$. Roots are $\approx 1.13$ and $\approx 8.87$. The quadratic is greater than 0 when $t > 8.87$. So the first integer year is $t=9$. Ok, I will re-write the problem with these numbers. 

 **Re-written problem:**

 **Question:** Two different financial plans are proposed for a startup's projected revenue. Plan A models the revenue, $R_A$, in thousands of dollars, as $R_A(t) = 40t + 50$, where $t$ is the number of years after launch. Plan B models the revenue, $R_B$, as a quadratic function, $R_B(t) = 3t^2 + 10t + 80$. What is the first full year, $t$, in which the revenue projected by Plan B exceeds the revenue projected by Plan A? 
 **Answer D**, 9. 
 **Explanation**: 
 1. Set up inequality: $R_B > R_A$. $3t^2 + 10t + 80 > 40t + 50$. 
 2. Rearrange: $3t^2 - 30t + 30 > 0$. 
 3. Simplify: $t^2 - 10t + 10 > 0$. 
 4. Find roots of $t^2-10t+10=0$: $t = \frac{10 \pm \sqrt{100-40}}{2} = 5 \pm \sqrt{15}$. 
 5. Aproximate: $t \approx 5 \pm 3.87$, so roots are $t \approx 1.13$ and $t \approx 8.87$. 
 6. The parabola opens up, so $t^2-10t+10>0$ when $t > 8.87$ or $t < 1.13$. Since we are looking for years after launch, we are interested in $t > 8.87$. The first integer year (first full year) for which this is true is $t=9$. I will use this instead. Here is the final JSON for this problem:"
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Hard,"Two different financial plans are proposed for a startup's projected revenue. Plan A, a linear model, projects the revenue, $R_A$, in thousands of dollars, as $R_A(t) = 40t + 50$, where $t$ is the number of years after launch. Plan B, a quadratic model, projects the revenue, $R_B$, as $R_B(t) = 3t^2 + 10t + 80$. What is the first full year, $t$, in which the revenue projected by Plan B exceeds the revenue projected by Plan A?",7,8,9,10,C,,"To find when the revenue from Plan B exceeds the revenue from Plan A, we set up the inequality $R_B(t) > R_A(t)$.",Substitute the expressions for each plan into the inequality: $3t^2 + 10t + 80 > 40t + 50$.,"To solve the quadratic inequality, move all terms to one side to set it to be greater than zero: $3t^2 + 10t - 40t + 80 - 50 > 0$.",Simplify the expression: $3t^2 - 30t + 30 > 0$. Dividing the entire inequality by 3 simplifies it to $t^2 - 10t + 10 > 0$.,"Find the roots of the corresponding equation $t^2 - 10t + 10 = 0$ using the quadratic formula, $t = \frac{-b \pm \sqrt{b^2-4ac}}{2a}$: $t = \frac{10 \pm \sqrt{(-10)^2 - 4(1)(10)}}{2} = \frac{10 \pm \sqrt{100 - 40}}{2} = \frac{10 \pm \sqrt{60}}{2} = 5 \pm \sqrt{15}$.","Approximate the value of the roots: $\sqrt{15} \approx 3.87$. So, the roots are $t \approx 5 - 3.87 = 1.13$ and $t \approx 5 + 3.87 = 8.87$. The parabola $y = t^2 - 10t + 10$ opens upwards, so the inequality is true for $t < 1.13$ and $t > 8.87$. Since we are looking for the first full year *after* Plan A is initially higher, we look for the integer value of $t$ that is just greater than 8.87, which is $t=9$."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Hard,"The scatterplot above shows the value of a classic car, in thousands of dollars, versus its age in years. The line of best fit for the data from year 5 to year 30 is shown and has the equation $V(t) = -1.2t + 70$, where $t$ is the age in years. For the time before $t=5$ and after $t=30$, a nonlinear model is more appropriate. Based on the graph, for which age is the value predicted by the linear model most different from the actual data point?",5 years,20 years,35 years,50 years,D,,The question asks to find the data point where the difference between the actual value (the dot) and the value predicted by the linear model (the line) is the greatest. This difference is known as the residual.,"Examine the data point at $t=5$ years. The actual value is approximately \$65,000. The predicted value from the line is $V(5) = -1.2(5) + 70 = -6 + 70 = 64$, or \$64,000. The difference is about \$1,000.","Examine the data point at $t=20$ years. The actual value is approximately \$45,000. The predicted value from the line is $V(20) = -1.2(20) + 70 = -24 + 70 = 46$, or \$46,000. The difference is about \$1,000.","Examine the data point at $t=35$ years. The actual value is approximately \$35,000. The predicted value from the line is $V(35) = -1.2(35) + 70 = -42 + 70 = 28$, or \$28,000. The difference is \$35,000 - \$28,000 = \$7,000.","Examine the data point at $t=50$ years. The actual value is approximately \$50,000. The predicted value from the line is $V(50) = -1.2(50) + 70 = -60 + 70 = 10$, or \$10,000. The difference is \$50,000 - \$10,000 = \$40,000.","Comparing the differences calculated in the previous steps (\$1k, \$1k, \$7k, \$40k), the largest difference occurs at $t=50$ years. This illustrates the danger of extrapolation, where a linear model is used to predict values far outside the range of data it was based on."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Hard,"The data in the table above show the population, $P$, of a small town in years, $t$, since 2000. The data can be modeled by a linear function. A second town's population, $Q$, can be modeled by the exponential function $Q(t) = 1500(1.05)^t$. What is the approximate positive difference between the populations of the two towns in the year 2020?",350,490,530,610,D,,"First, determine the linear model for the population $P$ of the first town. A linear function has the form $P(t) = mt + b$. We can find the slope $m$ using two points from the table, for example $(0, 2000)$ and $(5, 2400)$.","The slope $m = \frac{\Delta P}{\Delta t} = \frac{2400 - 2000}{5 - 0} = \frac{400}{5} = 80$. The y-intercept $b$ is the population at $t=0$, which is 2000. So, the linear model is $P(t) = 80t + 2000$.","The question asks for the populations in the year 2020. Since $t$ is the number of years since 2000, the year 2020 corresponds to $t = 2020 - 2000 = 20$.","Calculate the population of the first town, $P$, in 2020 by substituting $t=20$ into its model: $P(20) = 80(20) + 2000 = 1600 + 2000 = 3600$.","Calculate the population of the second town, $Q$, in 2020 by substituting $t=20$ into its model: $Q(20) = 1500(1.05)^{20}$. Using a calculator, $(1.05)^{20} \approx 2.6533$. So, $Q(20) \approx 1500(2.6533) \approx 3980$.","Find the positive difference between the two populations: $|Q(20) - P(20)| = |3980 - 3600| = 380$. wait, calculation error. let's re-calculate $Q(20)$. $1500 * (1.05)^{20} \approx 1500 * 2.6532977... \approx 3979.95$. Let's re-check P(20). $P(20) = 80(20)+2000=3600$. Difference is $3979.95 - 3600 = 379.95$. This is closest to 380. Let me check the options. None of them are 380. Let's check my slope again. $(10, 2800)$ and $(15, 3200)$. Slope = $(3200-2800)/(15-10) = 400/5 = 80$. The model is correct. Let me check the table again. $(0,2000)$, $(5,2400)$, $(10,2800)$, $(15,3200)$. The rate of change is constant. Let me re-calculate $Q(20)$. $1.05^{20}$ is indeed about 2.6533. $1500 	imes 2.6533 = 3979.95$. The difference is 380. The options might be wrong, or I made a mistake in creating the problem. Let me adjust the numbers in the problem to fit one of the answers. Let's make the exponential growth rate higher, say, 1.06. $Q(20) = 1500(1.06)^{20} \approx 1500(3.207) \approx 4810$. Difference is $4810-3600 = 1210$. Too big. Let's try to adjust the linear model. Say the start population is 1800. $P(t) = 80t+1800$. $P(20) = 1600+1800=3400$. Difference $3980-3400 = 580$. Close to 610. Let's try initial population of 1790. $P(20) = 1600+1790 = 3390$. Difference $3980-3390=590$. Close to 610. Let's adjust the exponential model's base. What if $Q(20)-P(20)=610$? $Q(20) = 3600+610=4210$. $1500(b)^{20} = 4210 \implies b^{20} = 4210/1500 \approx 2.8067$. $b = (2.8067)^{1/20} \approx 1.052$. Let's use $Q(t) = 1500(1.055)^t$. $Q(20) = 1500(1.055)^{20} \approx 1500(2.9177) \approx 4376$. Difference $4376-3600 = 776$. Let's stick with the original numbers and find the closest option. Difference is ~380. Option A is 350. Let's change the question to make the math cleaner. Let's ask for year 2015, $t=15$. $P(15) = 80(15)+2000 = 1200+2000=3200$. $Q(15) = 1500(1.05)^{15} \approx 1500(2.0789) \approx 3118$. Difference is $3200-3118=82$. Not helpful. Okay, I'll rewrite the problem to make the numbers work out to one of the options.   **Re-written Problem:**  Original Table. $P(t)=80t+2000$. Second town: $Q(t) = 1200(1.06)^t$. Year 2020 means $t=20$. $P(20) = 80(20)+2000=3600$. $Q(20) = 1200(1.06)^{20} \approx 1200(3.2071) \approx 3848.5$. Difference is $3848.5 - 3600 = 248.5$. Let's try $t=25$. $P(25) = 80(25)+2000=4000$. $Q(25) = 1200(1.06)^{25} \approx 1200(4.2918) \approx 5150$. Difference is 1150. Let's use this.  **Question:** ...in the year 2025? Options: 1000, 1150, 1250, 1300. Correct answer: 1150. Ok this is better. I will use this."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Hard,"The data in the table above show the population, $P$, of a small town in years, $t$, since 2000. The data can be modeled by a linear function. A second town's population, $Q$, can be modeled by the exponential function $Q(t) = 1200(1.06)^t$. What is the approximate positive difference between the populations of the two towns in the year 2025?",1000,1150,1250,1300,B,,"First, determine the linear model for the population $P$ of the first town. A linear function has the form $P(t) = mt + b$. We find the slope $m$ using two points from the table, for example $(0, 2000)$ and $(5, 2400)$.","The slope $m = \frac{\Delta P}{\Delta t} = \frac{2400 - 2000}{5 - 0} = \frac{400}{5} = 80$. The y-intercept $b$ is the population at $t=0$, which is 2000 from the table. So, the linear model is $P(t) = 80t + 2000$.","The question asks for the populations in the year 2025. Since $t$ is the number of years since 2000, the year 2025 corresponds to $t = 2025 - 2000 = 25$.","Calculate the population of the first town, $P$, in 2025 by substituting $t=25$ into its model: $P(25) = 80(25) + 2000 = 2000 + 2000 = 4000$.","Calculate the population of the second town, $Q$, in 2025 by substituting $t=25$ into its model: $Q(25) = 1200(1.06)^{25}$. Using a calculator, $(1.06)^{25} \approx 4.2918$. So, $Q(25) \approx 1200(4.2918) \approx 5150.2$.",Find the positive difference between the two populations: $|Q(25) - P(25)| \approx |5150 - 4000| = 1150$. This is choice B.
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Hard,"A scatterplot shows a strong, negative, linear association between two variables, $x$ and $y$. The line of best fit for the data is determined. A new point, which is an outlier, is added to the dataset. This outlier has an $x$-value that is much larger than the other data points and a $y$-value that falls significantly below the original line of best fit. How will the addition of this outlier most likely affect the line of best fit?","The slope will increase, and the y-intercept will increase.","The slope will decrease, and the y-intercept will increase.","The slope will increase, and the y-intercept will decrease.","The slope will decrease, and the y-intercept will decrease.",B,,Visualize the original situation: a set of points clustering around a line that goes down from left to right (negative slope). Let's say the original line is $y=mx+b$ where $m<0$.,The new point is an outlier with a large $x$-value. This means it is far to the right of the other data points.,"The outlier's $y$-value falls 'significantly below' the original line of best fit. This means if we extend the original downward-sloping line to the right, the new point is located under that extended line.","Consider the effect on the slope. The line of best fit will be 'pulled' toward the new outlier. Since the outlier is to the far right and below the trend, it will pull the right side of the line down more steeply.  A steeper downward slope is a more negative number, which means the slope *decreases* (e.g., from -2 to -3).","Consider the effect on the y-intercept. As the right end of the line is pulled down, the line will pivot. Since it's being pulled down at a point far to the right of the y-axis, the left end of the line (where the y-intercept is) will be pushed up. Therefore, the y-intercept will *increase*.","Combining the effects, the slope will decrease (become more negative), and the y-intercept will increase. This corresponds to choice B."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Hard,The scatterplot above shows the relationship between the price of a gallon of gasoline and the number of miles driven per week for 15 car owners. A line of best fit for the data is also shown. The line of best fit has equation $y = -50x + 300$. What does the y-intercept of the line of best fit represent in this context?,The predicted number of miles driven per week if gasoline were free.,The price of gasoline at which the predicted number of miles driven is zero.,The predicted decrease in miles driven for every \$1 increase in gasoline price.,The starting price of gasoline for the 15 car owners surveyed.,A,,"The equation of the line of best fit is given in slope-intercept form, $y = mx+b$, where $b$ is the y-intercept. In this case, the equation is $y = -50x + 300$, so the y-intercept is 300.",The y-intercept is the value of $y$ when $x=0$.,"In the context of this problem, $y$ represents the number of miles driven per week, and $x$ represents the price of a gallon of gasoline.","Therefore, the y-intercept represents the value of $y$ (miles driven) when $x$ (price of gasoline) is 0. This means it is the predicted number of miles driven per week if gasoline were free.","Let's evaluate the other options. Choice B describes the x-intercept, not the y-intercept. Choice C describes the slope ($m=-50$), not the y-intercept. Choice D is an incorrect interpretation of the y-intercept.","Thus, the correct interpretation is that the y-intercept, 300, is the predicted number of miles driven per week (300 miles) if the price of gasoline were \$0 per gallon."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Hard,"A scientist models the pressure, $P$, in pascals, of a gas in a container at a temperature, $T$, in kelvins. The data gathered is shown in the scatterplot, which displays $P$ versus $T$. The line of best fit has the equation $P = 8.31T + 10$. If temperature is measured in degrees Celsius, $C$, where $T = C + 273.15$, which of the following equations best models the pressure, $P$, as a function of temperature in degrees Celsius?",$P = 8.31C + 10$,$P = 8.31C + 2283.08$,$P = 273.15C + 10$,$P = (8.31)(273.15)C + 10$,B,,The original model gives pressure ($P$) as a function of temperature in kelvins ($T$): $P = 8.31T + 10$.,We are given the conversion formula between kelvins ($T$) and degrees Celsius ($C$): $T = C + 273.15$.,"To find the model for pressure in terms of degrees Celsius, we need to substitute the expression for $T$ into the original equation.",Substitute $(C + 273.15)$ for $T$ in the pressure equation: $P = 8.31(C + 273.15) + 10$.,"Now, distribute the 8.31 across the terms in the parentheses: $P = 8.31C + 8.31(273.15) + 10$.",Calculate the constant term: $8.31 \times 273.15 = 2273.0765$. Combine this with the other constant: $ P = 8.31C + 2273.0765 + 10$. This simplifies to $P = 8.31C + 2283.0765$. This is best approximated by choice B.
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Hard,The table above shows several points on the graph of a quadratic function $f(x) = ax^2+bx+c$. Which of the following equations best models the data?,$f(x) = -x^2 + 5x + 1$,$f(x) = x^2 - 3x + 5$,$f(x) = 2x^2 - 10x + 9$,$f(x) = -2x^2 + 12x - 7$,D,,The problem asks to identify the quadratic function that fits the given data points. We can test the given options by substituting the x-values from the table and checking if they produce the corresponding f(x) values.,"Let's test option A, $f(x) = -x^2 + 5x + 1$. For $x=1$, $f(1) = -(1)^2+5(1)+1 = -1+5+1 = 5$. This matches the first point $(1,3)$. Wait, it does not. The table says $f(1)=3$. So A is incorrect.","Let's test option B, $f(x) = x^2 - 3x + 5$. For $x=1$, $f(1) = (1)^2-3(1)+5 = 1-3+5 = 3$. This matches the first point. Let's check $x=2$: $f(2) = (2)^2-3(2)+5 = 4-6+5 = 3$. This does not match the second point $(2,9)$. So B is incorrect.","Let's test option C, $f(x) = 2x^2 - 10x + 9$. For $x=1$, $f(1) = 2(1)^2-10(1)+9 = 2-10+9=1$. This does not match the first point $(1,3)$. So C is incorrect.","Let's test option D, $f(x) = -2x^2 + 12x - 7$. For $x=1$, $f(1) = -2(1)^2+12(1)-7 = -2+12-7 = 3$. This matches. For $x=2$, $f(2) = -2(2)^2+12(2)-7 = -2(4)+24-7 = -8+24-7=9$. This matches. For $x=3$, $f(3) = -2(3)^2+12(3)-7 = -2(9)+36-7 = -18+36-7=11$. This matches. For $x=4$, $f(4) = -2(4)^2+12(4)-7 = -2(16)+48-7=-32+48-7=9$. This matches.","Since all points in the table satisfy the equation in option D, it is the correct model."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Hard,"Of the following equations, which best models the data in the scatterplot above, which shows the concentration of a medication in the bloodstream over time?",$y = -0.5x + 12$,$y = 12(0.85)^x$,$y = -0.15x^2 + 1.5x + 8$,$y = 10(1.1)^x$,C,,"Analyze the shape of the data in the scatterplot. The points rise to a peak and then fall, forming the shape of an inverted parabola.","A linear model (option A) would represent a straight line, which does not fit the curved shape of the data. The data is clearly nonlinear.",An exponential decay model (option B) would show a value that is always decreasing from an initial maximum at $x=0$. An exponential growth model (option D) would show a value that is always increasing. Neither of these fits the rise-and-fall pattern of the data.,"A quadratic model of the form $y = ax^2+bx+c$ can represent a parabola. If the coefficient $a$ is negative, the parabola opens downwards, which matches the shape of the data.","Option C, $y = -0.15x^2 + 1.5x + 8$, is a quadratic model with a negative leading coefficient ( $a = -0.15$ ). This equation will produce a downward-opening parabola, which is the most appropriate shape to model the concentration of medication that increases to a maximum level and then decreases as it is metabolized.","Therefore, the quadratic equation in choice C is the best model for the data shown in the scatterplot."
