test,domain,skill,difficulty,question_text_latex,figure_description,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,step_1,step_2,step_3,step_4,step_5,step_6
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"The table gives a summary of 50 donated blood samples, categorized by blood type. If a sample is picked at random, what is the probability that it is Type O?","A frequency table titled 'Donated Blood Samples'. The table has 2 columns ('Blood Type', 'Number of Samples') and 5 rows (1 header, 4 data). The table has outer borders and horizontal lines separating rows. Data is: Type A, 18; Type B, 7; Type AB, 3; Type O, 22.",$\frac{3}{50}$,$\frac{7}{50}$,$\frac{18}{50}$,$\frac{22}{50}$,D,,The goal is to determine the probability of selecting a blood sample of Type O.,The probability is the ratio of Type O samples to the total number of samples.,"From the table, the number of samples of 'Type O' is $22$.",The total number of samples is given as $50$. We can check this: $18+7+3+22=50$.,The probability is $P(\text{Type O}) = \frac{\text{Number of Type O samples}}{\text{Total samples}} = \frac{22}{50}$.,"The correct answer is $\frac{22}{50}$, which is option D."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,A deck of 25 cards has cards of three different colors. The table shows the number of cards of each color. What is the probability of randomly drawing a green card?,"A simple frequency table with two columns, 'Color' and 'Number of Cards', and four rows including the header. The table is enclosed in a border with horizontal lines for rows. The data rows are: Red, 11; Blue, 8; Green, 6.",$\frac{6}{25}$,$\frac{8}{25}$,$\frac{11}{25}$,$\frac{6}{19}$,A,,We need to find the probability of drawing a green card.,The probability is the number of green cards divided by the total number of cards.,"From the table, there are $6$ green cards.",The total number of cards is given as $25$. The sum of the cards in the table is $11 + 8 + 6 = 25$.,$P(\text{Green}) = \frac{\text{Number of green cards}}{\text{Total cards}} = \frac{6}{25}$.,"The probability is $\frac{6}{25}$, which matches option A."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,The bar chart shows the results of a survey on students' favorite seasons. A total of 120 students were surveyed. What is the probability that a student's favorite season is Winter?,"A vertical bar chart titled 'Favorite Seasons'. The x-axis is labeled 'Season' and lists 'Spring', 'Summer', 'Autumn', 'Winter'. The y-axis is labeled 'Number of Students' and is marked from 0 to 50 in increments of 10. The 'Spring' bar reaches 30. The 'Summer' bar reaches 45. The 'Autumn' bar reaches 25. The 'Winter' bar reaches 20. Each bar is a solid color and has its value written on top.",$\frac{20}{120}$,$\frac{25}{120}$,$\frac{30}{120}$,$\frac{45}{120}$,A,,The question asks for the probability that a student's favorite season is Winter.,Probability is the number of students who prefer Winter divided by the total number of students surveyed.,"From the bar chart, the bar for 'Winter' has a height of $20$. So, $20$ students prefer Winter.",The total number of students surveyed is given as $120$. Summing the bars confirms this: $30+45+25+20=120$.,$P(\text{Winter}) = \frac{\text{Students who prefer Winter}}{\text{Total students}} = \frac{20}{120}$.,"The correct probability is $\frac{20}{120}$, as shown in option A."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"A coffee shop tracks the 200 drink orders from a morning rush. The table shows the orders categorized by drink size and type. If an order is selected at random, what is the probability that it was for a Medium drink?","A 4x4 two-way contingency table with a centered title 'Coffee Shop Orders'. The table has a complete grid made of 1-point solid black lines. All header text is bold and center-aligned. The top row headers are '', 'Hot Drink', 'Iced Drink', and 'Total'. The first column headers are 'Small', 'Medium', 'Large', and 'Total'. All numerical data is center-aligned within the cells. The 'Small' row contains the values 20, 30, and a row total of 50. The 'Medium' row contains the values 40, 60, and a row total of 100. The 'Large' row contains the values 25, 25, and a row total of 50. The final 'Total' row at the bottom contains the column sums 85, 115, and the grand total of 200 in the bottom-right cell.",$\frac{50}{200}$,$\frac{85}{200}$,$\frac{100}{200}$,$\frac{115}{200}$,C,,The question asks for the probability that a randomly selected order was for a Medium drink.,The formula for probability is $P(\text{Event}) = \frac{\text{Number of favorable outcomes}}{\text{Total number of outcomes}}$.,"The number of favorable outcomes is the total number of Medium drinks ordered. We find this by looking at the 'Medium' row and its value in the 'Total' column, which is $100$.","The total number of outcomes is the total number of drinks ordered, which is the grand total in the bottom-right corner of the table. This value is $200$.",The probability is calculated by dividing the number of medium drinks by the total number of drinks: $P(\text{Medium}) = \frac{100}{200}$.,"This fraction, $\frac{100}{200}$, corresponds to option C."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"A car dealership has 150 vehicles in its inventory, as summarized in the table. If a vehicle is selected at random, what is the probability that it is a used vehicle?","A 4x4 two-way contingency table with a centered title 'Dealership Vehicle Inventory'. The table is enclosed in a solid black border with 1-point solid black lines separating all rows and columns. All headers in the first row and first column are bolded and center-aligned. The top row headers are '', 'New', 'Used', 'Total'. The first column headers are 'Car', 'Truck', 'SUV', 'Total'. The 'Car' row contains values 30, 40, and a total of 70. The 'Truck' row contains values 10, 20, and a total of 30. The 'SUV' row contains values 25, 25, and a total of 50. The bottom 'Total' row contains column sums 65, 85, and a grand total of 150.",$\frac{65}{150}$,$\frac{70}{150}$,$\frac{85}{150}$,$\frac{40}{85}$,C,,The goal is to find the probability of selecting a 'Used' vehicle from the dealership's inventory.,Probability is the ratio of the number of used vehicles to the total number of vehicles.,"To find the number of favorable outcomes, we look at the 'Used' column. The total number of used vehicles is at the bottom of this column, in the 'Total' row. This number is $85$.","The total number of possible outcomes is the grand total of vehicles in the inventory, which is given in the bottom-right cell of the table as $150$.",The probability is calculated as $P(\text{Used}) = \frac{\text{Number of used vehicles}}{\text{Total vehicles}} = \frac{85}{150}$.,This result of $\frac{85}{150}$ matches option C.
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"The bar chart shows the favorite sports of a group of 150 high school students. If a student is chosen at random, what is the probability that the student's favorite sport is Soccer?","A vertical bar chart with a title 'Favorite Sports of High School Students'. The horizontal x-axis, labeled 'Sport', has four categories: 'Soccer', 'Basketball', 'Baseball', 'Tennis'. The vertical y-axis, labeled 'Number of Students', has a range from 0 to 70 with major tick marks and labels at intervals of 10 (0, 10, 20, 30, 40, 50, 60, 70). There are four solid grey vertical bars, one for each sport. The 'Soccer' bar rises to a height of 60. The 'Basketball' bar rises to a height of 45. The 'Baseball' bar rises to a height of 30. The 'Tennis' bar rises to a height of 15. A numerical data label is positioned on top of each bar, indicating its exact value (60, 45, 30, 15). The axes are black lines.",$\frac{30}{150}$,$\frac{45}{150}$,$\frac{60}{150}$,$\frac{15}{150}$,C,,The problem asks for the probability that a randomly chosen student's favorite sport is Soccer.,The probability is the number of students whose favorite sport is Soccer divided by the total number of students surveyed.,"From the bar chart, the height of the bar corresponding to 'Soccer' indicates that $60$ students chose Soccer as their favorite sport. This is the number of favorable outcomes.",The total number of students surveyed is given as $150$. This can be confirmed by summing the heights of all the bars: $60 + 45 + 30 + 15 = 150$.,The probability is calculated as $P(\text{Soccer}) = \frac{\text{Number of students who prefer Soccer}}{\text{Total number of students}} = \frac{60}{150}$.,The probability $\frac{60}{150}$ corresponds to option C.
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"A library cataloged 120 recently returned books by genre. The counts are shown in the table. If a book is selected at random from this group, what is the probability it is a Mystery novel?","A simple frequency table with a title 'Recently Returned Books'. The table is composed of a header row and four data rows, with 2 columns. The table has a full grid of thin black lines. The column headers are 'Genre' and 'Number of Books', and they are bolded. The 'Genre' column is left-aligned, and the 'Number of Books' column is center-aligned. The data rows are as follows: 'Mystery', 45; 'Science Fiction', 30; 'Romance', 20; 'Biography', 25.",$\frac{20}{120}$,$\frac{30}{120}$,$\frac{25}{120}$,$\frac{45}{120}$,D,,The question asks for the probability of selecting a Mystery novel from the group of returned books.,Probability is given by the formula: $P(\text{Event}) = \frac{\text{Favorable Outcomes}}{\text{Total Outcomes}}$.,"From the frequency table, the number of Mystery novels is $45$. This is the number of favorable outcomes.",The total number of returned books is given as $120$. Summing the numbers in the table confirms this: $45 + 30 + 20 + 25 = 120$. This is the total number of outcomes.,The probability of selecting a Mystery novel is $P(\text{Mystery}) = \frac{45}{120}$.,"This fraction, $\frac{45}{120}$, matches option D."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,A group of 50 students were surveyed about whether they were in the Art Club or the Music Club. The results are shown in the Venn diagram. What is the probability that a randomly selected student is in the Art Club?,"A Venn diagram enclosed within a large rectangle. The rectangle, representing the entire group of students, is labeled '50 Students' in the top-left corner. Inside the rectangle, there are two overlapping circles drawn with 1-point solid black lines. The left circle is labeled 'Art Club' just above it in a 12-point sans-serif font. The right circle is labeled 'Music Club' just above it in the same font. Numerical values, representing numbers of students, are placed within the distinct regions of the circles. The number '12' is positioned in the center of the non-overlapping part of the 'Art Club' circle. The number '18' is in the center of the non-overlapping part of the 'Music Club' circle. The number '7' is in the center of the intersection of the two circles. Outside of both circles, but within the rectangle, the number '13' is written in the bottom-right corner. All numbers are rendered in a clear, 12-point sans-serif font.",$\frac{7}{50}$,$\frac{12}{50}$,$\frac{19}{50}$,$\frac{25}{50}$,C,,The question asks for the probability that a randomly selected student is a member of the Art Club.,The probability is the ratio of the total number of students in the Art Club to the total number of students surveyed.,"The group of students in the Art Club consists of those who are only in the Art Club and those who are in both the Art Club and the Music Club. From the Venn diagram, this number is the sum of the values in the 'Art Club' circle: $12 + 7 = 19$. This is the number of favorable outcomes.",The total number of students surveyed is stated to be $50$. This is the total number of outcomes. We can also find this by summing the numbers in all four disjoint regions: $12 + 7 + 18 + 13 = 50$.,The probability is calculated as $P(\text{Art Club}) = \frac{\text{Total students in Art Club}}{\text{Total students}} = \frac{19}{50}$.,The probability of $\frac{19}{50}$ corresponds to option C.
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"The spinner shown is for a board game and is divided into 10 equal sections. If the spinner is spun once, what is the probability it will land on a section marked 'Go Back'?","A circular spinner, perfectly divided into 10 equal-sized wedges by solid black radial lines. The spinner has a central pivot point with a black arrow attached, pointing towards the top section. The sections are labeled with short text phrases. Starting from the top section and moving clockwise, the labels are: 'Move Forward', 'Go Back', 'Lose a Turn', 'Move Forward', 'Go Back', 'Move Forward', 'Take a Card', 'Lose a Turn', 'Go Back', 'Move Forward'. The background of the spinner is white, and the text is black.",$\frac{1}{10}$,$\frac{2}{10}$,$\frac{3}{10}$,$\frac{4}{10}$,C,,The problem asks for the probability that the spinner lands on a section labeled 'Go Back'.,The probability is the number of 'Go Back' sections divided by the total number of sections on the spinner.,"By visually inspecting and counting the sections on the spinner, we find there are $3$ sections labeled 'Go Back'. This is the number of favorable outcomes.",The spinner is divided into a total of $10$ equal sections. This is the total number of possible outcomes.,The probability is calculated as $P(\text{'Go Back'}) = \frac{\text{Number of 'Go Back' sections}}{\text{Total sections}} = \frac{3}{10}$.,"This fraction, $\frac{3}{10}$, matches option C."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,A survey of 300 members of a music streaming service recorded their subscription plan and preferred music genre. The data is in the table. What is the probability that a randomly chosen member prefers Pop music?,"A 4x5 two-way table titled 'Music Service Survey'. The table has a full grid of 1-point solid black lines. All headers are bold and center-aligned. The top row headers are '', 'Pop', 'Rock', 'Hip Hop', 'Total'. The side row headers are 'Free Plan', 'Premium Plan', 'Total'. The 'Free Plan' row has values 70, 40, 40, and a total of 150. The 'Premium Plan' row has values 80, 30, 40, and a total of 150. The bottom 'Total' row shows column sums: 150, 70, 80, and a grand total of 300.",$\frac{70}{300}$,$\frac{80}{300}$,$\frac{150}{300}$,$\frac{80}{150}$,C,,The goal is to find the probability that a randomly selected member prefers Pop music.,The probability is the ratio of members who prefer Pop to the total number of members surveyed.,Find the total number of members who prefer Pop by looking at the 'Total' at the bottom of the 'Pop' column. This value is $150$.,"The total number of members surveyed is the grand total in the bottom-right of the table, which is $300$.",Calculate the probability: $P(\text{Pop}) = \frac{\text{Number who prefer Pop}}{\text{Total members}} = \frac{150}{300}$.,"The probability is $\frac{150}{300}$, which matches option C."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"The types of trees in a park with 80 trees in total are recorded in the table. If a tree is selected at random, what is the probability that it is an Oak tree?","A simple frequency table with a title 'Trees in City Park'. The table has 2 columns and 5 rows (1 header row, 4 data rows). The table is enclosed by a border with horizontal lines separating the rows. Column headers are 'Tree Type' and 'Count'. The headers are bold. The 'Tree Type' column is left-aligned. The 'Count' column is center-aligned. The data rows are: 'Oak', 32; 'Maple', 24; 'Pine', 16; 'Birch', 8.",$\frac{8}{80}$,$\frac{16}{80}$,$\frac{24}{80}$,$\frac{32}{80}$,D,,The question asks for the probability of randomly selecting an Oak tree.,Probability is calculated as the number of Oak trees divided by the total number of trees.,"According to the table, the count for 'Oak' is $32$. This is the number of favorable outcomes.",The total number of trees is given as $80$. This can be verified by summing the counts: $32 + 24 + 16 + 8 = 80$. This is the total number of outcomes.,The probability is $P(\text{Oak}) = \frac{\text{Number of Oak trees}}{\text{Total trees}} = \frac{32}{80}$.,"The correct answer is $\frac{32}{80}$, which is option D."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,The horizontal bar chart shows the enrollment in four after-school clubs at a middle school. There are 125 students enrolled in total. What is the probability a randomly selected student is in the Chess Club?,"A horizontal bar chart with a title 'After-School Club Enrollment'. The vertical y-axis on the left, labeled 'Club', lists the four clubs: 'Art', 'Chess', 'Science', 'Drama'. The horizontal x-axis at the bottom is labeled 'Number of Students' and has numerical tick marks from 0 to 50 in increments of 10. There are four horizontal bars of a solid blue color. The 'Art' bar extends to a value of 40. The 'Chess' bar extends to 25. The 'Science' bar extends to 35. The 'Drama' bar extends to 25. Each bar has a data label in black text at its right end showing its exact value.",$\frac{25}{125}$,$\frac{35}{125}$,$\frac{40}{125}$,$\frac{25}{100}$,A,,The objective is to find the probability of selecting a student who is in the Chess Club.,This probability is found by dividing the number of students in the Chess Club by the total number of students enrolled in all clubs.,"From the bar chart, the length of the bar corresponding to 'Chess' shows that there are $25$ students in the Chess Club.",The total number of students is given in the problem as $125$. We can verify this by summing the values of all bars: $40 + 25 + 35 + 25 = 125$.,The probability is calculated as $P(\text{Chess}) = \frac{\text{Number of students in Chess Club}}{\text{Total students}} = \frac{25}{125}$.,"The correct probability is $\frac{25}{125}$, which corresponds to option A."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"A pizzeria tracked 250 orders, categorizing them by crust type and size as shown in the table. If an order is selected at random, what is the probability it had a Thin Crust?","A 4x4 two-way data table titled 'Pizza Orders'. The table features a full grid of 1-point solid black lines. All headers are bold and center-aligned. The top row headers are '', 'Small', 'Medium', 'Large', 'Total'. The side column headers are 'Thin Crust', 'Thick Crust', 'Total'. The data is as follows: The 'Thin Crust' row has values 30, 50, 40, and a total of 120. The 'Thick Crust' row has values 20, 60, 50, and a total of 130. The final 'Total' row at the bottom has column sums 50, 110, 90, and a grand total of 250.",$\frac{50}{250}$,$\frac{130}{250}$,$\frac{120}{250}$,$\frac{90}{250}$,C,,The question asks to find the probability that a randomly chosen order was for a pizza with Thin Crust.,The probability is the total number of Thin Crust pizzas divided by the total number of all pizza orders.,"Looking at the 'Thin Crust' row in the table, the total number of such pizzas is given in its 'Total' column, which is $120$.","The total number of all orders is the grand total located in the bottom-right corner of the table, which is $250$.",The probability of selecting a Thin Crust pizza is $P(\text{Thin Crust}) = \frac{\text{Number of Thin Crust pizzas}}{\text{Total pizzas}} = \frac{120}{250}$.,"The correct answer is $\frac{120}{250}$, which is option C."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,A survey of 400 people recorded their age group and primary social media platform. The results are in the table. What is the probability that a randomly chosen person is in the '18-29' age group?,"A 4x4 two-way table with a title 'Social Media Usage Survey'. All cells are enclosed by solid black lines. Headers are bold and centered. The top headers are '', 'Platform A', 'Platform B', 'Total'. The side headers are '18-29', '30-49', 'Total'. Data is: '18-29' row has 120 for Platform A, 80 for Platform B, for a total of 200. The '30-49' row has 60 for Platform A, 140 for Platform B, for a total of 200. The bottom 'Total' row has column sums 180, 220, and a grand total of 400.",$\frac{80}{400}$,$\frac{120}{400}$,$\frac{180}{400}$,$\frac{200}{400}$,D,,The question asks for the probability that a person selected from the survey is in the '18-29' age group.,The probability is the ratio of the number of people in the '18-29' age group to the total number of people surveyed.,"In the table, find the row for the '18-29' age group. The total number of people in this group is shown in the 'Total' column for that row, which is $200$.","The total number of people surveyed is the grand total, found in the bottom-right cell, which is $400$.",The probability is calculated as $P(\text{18-29}) = \frac{\text{Number of people aged 18-29}}{\text{Total people surveyed}} = \frac{200}{400}$.,"The correct probability is $\frac{200}{400}$, which corresponds to option D."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"Students in a class voted for their preferred field trip destination. Out of 90 students, the votes were distributed as shown in the table. What is the probability that a randomly selected student voted for the Science Museum?","A simple frequency table titled 'Field Trip Votes'. It has 2 columns ('Destination', 'Number of Votes') and 4 data rows, plus a header row. The table has a complete grid of thin black lines. Headers are bolded. The 'Destination' column is left-aligned, and the 'Number of Votes' column is center-aligned. The data rows are: 'Art Gallery', 25; 'Science Museum', 35; 'History Museum', 20; 'Zoo', 10.",$\frac{10}{90}$,$\frac{20}{90}$,$\frac{25}{90}$,$\frac{35}{90}$,D,,The task is to find the probability that a randomly chosen student voted for the Science Museum.,Probability is the number of votes for the Science Museum divided by the total number of students who voted.,"From the table, the number of votes for the 'Science Museum' is $35$. This is the number of favorable outcomes.",The total number of students who voted is given as $90$. This is the total number of outcomes. Checking the sum: $25+35+20+10=90$.,The probability is $P(\text{Science Museum}) = \frac{\text{Votes for Science Museum}}{\text{Total votes}} = \frac{35}{90}$.,The fraction $\frac{35}{90}$ matches option D.
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,A survey of 60 households recorded whether they own a cat or a dog. The Venn diagram displays the results. What is the probability that a randomly chosen household owns a cat?,"A Venn diagram set inside a large rectangle labeled '60 Households' at the top left. Inside the rectangle are two overlapping circles, one labeled 'Owns a Cat' and the other 'Owns a Dog'. The labels are placed outside and above their respective circles. The region representing households that own only a cat contains the number '22'. The region for households that own only a dog contains '16'. The intersection of the circles, for households that own both, contains '8'. The region inside the rectangle but outside both circles contains the number '14'. All aumbers are placed in the center of their respective regions. The rectangle and circles are drawn with solid black lines.",$\frac{8}{60}$,$\frac{22}{60}$,$\frac{24}{60}$,$\frac{30}{60}$,D,,We need to find the probability that a randomly selected household owns a cat.,This probability is the total number of households that own a cat divided by the total number of households surveyed.,"The total number of households that own a cat is represented by the entire 'Owns a Cat' circle. This includes households that only own a cat and those that own both a cat and a dog. From the diagram, this total is $22 + 8 = 30$.",The total number of households surveyed is given as $60$. We can verify this by summing the numbers in all parts of the diagram: $22 + 8 + 16 + 14 = 60$.,The probability is calculated as $P(\text{Owns a Cat}) = \frac{\text{Total households with a cat}}{\text{Total households}} = \frac{30}{60}$.,The calculated probability $\frac{30}{60}$ corresponds to option D.
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"The bar chart shows the favorite ice cream flavors of 100 people surveyed. If a person is selected at random from this group, what is the probability their favorite flavor is Chocolate?","A vertical bar chart titled 'Favorite Ice Cream Flavors'. The horizontal x-axis, labeled 'Flavor', lists 'Vanilla', 'Chocolate', 'Strawberry', and 'Mint'. The vertical y-axis, labeled 'Number of People', ranges from 0 to 40 with labeled tick marks at intervals of 5. There are four vertical bars of different shades of gray. The 'Vanilla' bar reaches a height of 25. The 'Chocolate' bar reaches 35. The 'Strawberry' bar reaches 20. The 'Mint' bar reaches 20. Each bar has its exact numerical value displayed on top.",$\frac{20}{100}$,$\frac{25}{100}$,$\frac{35}{100}$,$\frac{40}{100}$,C,,The question asks for the probability that a randomly selected person's favorite ice cream flavor is Chocolate.,The probability is the ratio of people who prefer Chocolate to the total number of people surveyed.,"From the bar chart, the height of the bar for 'Chocolate' is $35$. This means $35$ people chose Chocolate as their favorite flavor.",The total number of people surveyed is given as $100$. This is confirmed by adding the values of all the bars: $25 + 35 + 20 + 20 = 100$.,The probability is $P(\text{Chocolate}) = \frac{\text{Number who prefer Chocolate}}{\text{Total people}} = \frac{35}{100}$.,"The correct probability is $\frac{35}{100}$, which is option C."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"A college has 500 courses, categorized by department and course level in the table. If a course is selected at random, what is the probability that it is a course from the Humanities department?","A 4x4 two-way data table titled 'College Course Enrollment'. The table has a full grid of thin black lines. All headers are bold and center-aligned. Column headers are '', 'Lower Division (100-200)', 'Upper Division (300-400)', 'Total'. Row headers are 'STEM', 'Humanities', 'Total'. Data is: 'STEM' row shows 150 Lower, 100 Upper, for a Total of 250. 'Humanities' row shows 120 Lower, 130 Upper, for a Total of 250. The bottom 'Total' row shows sums: 270 Lower, 230 Upper, and a grand total of 500.",$\frac{120}{500}$,$\frac{130}{500}$,$\frac{230}{500}$,$\frac{250}{500}$,D,,The problem asks for the probability of selecting a course from the Humanities department.,This probability is found by dividing the total number of Humanities courses by the total number of all courses.,"Locate the 'Humanities' row in the table. The total number of Humanities courses is given in the 'Total' column for this row, which is $250$.","The total number of all courses offered is the grand total in the bottom-right corner of the table, which is $500$.",The probability is calculated as $P(\text{Humanities}) = \frac{\text{Number of Humanities courses}}{\text{Total courses}} = \frac{250}{500}$.,"This result, $\frac{250}{500}$, matches option D."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"A spinner is divided into 12 equal sections, labeled with letters as shown. What is the probability that the spinner will land on a vowel (A, E, I, O, U)?","A circular spinner, perfectly divided into 12 equal-sized wedges by solid black lines. An arrow is fixed at the center, pointing to one section. The sections are labeled with capital letters in a clockwise direction, starting from the top: A, B, C, D, E, F, G, H, I, J, K, L. Each letter occupies one section.",$\frac{1}{12}$,$\frac{2}{12}$,$\frac{3}{12}$,$\frac{9}{12}$,C,,The task is to find the probability of the spinner landing on a vowel.,The probability is the number of sections with vowels divided by the total number of sections.,"First, identify the vowels on the spinner. The letters are A, B, C, D, E, F, G, H, I, J, K, L. The vowels are A, E, and I. There are $3$ vowels.",The spinner has a total of $12$ equal sections.,The probability is $P(\text{Vowel}) = \frac{\text{Number of vowels}}{\text{Total sections}} = \frac{3}{12}$.,"The probability is $\frac{3}{12}$, which corresponds to option C."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,A bakery sold 75 loaves of bread on one day. The sales of each type are recorded in the table. What is the probability that a randomly selected loaf of bread sold was Sourdough?,"A simple frequency table with a title 'Daily Bread Sales'. The table has 2 columns ('Bread Type', 'Loaves Sold') and 5 rows (1 header, 4 data). The table has external borders and horizontal lines separating the rows. Headers are bold. The data rows are: 'White', 22; 'Whole Wheat', 18; 'Sourdough', 25; 'Rye', 10.",$\frac{10}{75}$,$\frac{18}{75}$,$\frac{22}{75}$,$\frac{25}{75}$,D,,The question asks for the probability that a randomly chosen loaf was Sourdough.,The probability is the number of Sourdough loaves sold divided by the total number of loaves sold.,"From the table, the number of 'Sourdough' loaves sold is $25$.",The total number of loaves sold is given as $75$. We can verify this with the table data: $22 + 18 + 25 + 10 = 75$.,The probability is calculated as $P(\text{Sourdough}) = \frac{\text{Number of Sourdough loaves}}{\text{Total loaves}} = \frac{25}{75}$.,"The correct answer is $\frac{25}{75}$, which is option D."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"A pet store has 90 animals, categorized by type and age in the table. If an animal is chosen at random, what is the probability that it is a reptile?","A 4x4 two-way table with a title 'Pet Store Inventory'. The table is fully gridded with solid black lines. All headers are bold and center-aligned. The top headers are '', 'Young', 'Adult', 'Total'. The side headers are 'Mammal', 'Bird', 'Reptile', 'Total'. Data is as follows: 'Mammal' row has 20 Young, 25 Adult, for a total of 45. 'Bird' row has 15 Young, 10 Adult, for a total of 25. 'Reptile' row has 12 Young, 8 Adult, for a total of 20. The bottom 'Total' row shows column sums: 47 Young, 43 Adult, and a grand total of 90.",$\frac{45}{90}$,$\frac{25}{90}$,$\frac{20}{90}$,$\frac{8}{20}$,C,,The goal is to find the probability of randomly choosing a reptile.,Probability is the ratio of the number of reptiles to the total number of animals.,"In the table, find the 'Reptile' row. The total number of reptiles is in the 'Total' column of this row, which is $20$.","The total number of animals in the pet store is the grand total, found in the bottom-right corner of the table, which is $90$.",The probability is $P(\text{Reptile}) = \frac{\text{Number of reptiles}}{\text{Total animals}} = \frac{20}{90}$.,The fraction $\frac{20}{90}$ matches option C.
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,The bar chart shows the number of hours a student spent on homework over 5 days. The total time was 15 hours. What is the probability that a randomly chosen hour was spent on Wednesday?,"A vertical bar chart titled 'Daily Homework Hours'. The horizontal x-axis, labeled 'Day', has five categories: 'Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'. The vertical y-axis, labeled 'Hours Spent', is marked from 0 to 5 in increments of 1. Five solid blue vertical bars are shown. The 'Monday' bar has a height of 3. The 'Tuesday' bar has a height of 2. The 'Wednesday' bar has a height of 4. The 'Thursday' bar has a height of 4. The 'Friday' bar has a height of 2. Numerical data labels (3, 2, 4, 4, 2) are on top of each bar.",$\frac{2}{15}$,$\frac{3}{15}$,$\frac{4}{15}$,$\frac{4}{11}$,C,,The problem asks for the probability that a randomly selected hour of homework time occurred on Wednesday.,The probability is the number of hours spent on homework on Wednesday divided by the total number of hours spent on homework all week.,"From the bar chart, the height of the bar for 'Wednesday' is $4$. So, $4$ hours were spent on homework on Wednesday.",The total time spent on homework is given as $15$ hours. We can verify this by summing the heights of the bars: $3+2+4+4+2=15$.,The probability is $P(\text{Wednesday}) = \frac{\text{Hours on Wednesday}}{\text{Total hours}} = \frac{4}{15}$.,"The correct probability is $\frac{4}{15}$, which corresponds to option C."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,A survey asked 70 people if they bought milk or bread at a store. The results are in the Venn diagram. What is the probability a randomly selected person bought bread?,A Venn diagram contained within a large rectangle labeled '70 People Surveyed' in the top-left corner. Two overlapping circles are inside. The left circle is labeled 'Bought Milk'. The right circle is labeled 'Bought Bread'. In the non-overlapping part of the 'Bought Milk' circle is the number '20'. In the non-overlapping part of the 'Bought Bread' circle is '15'. In the overlapping intersection is the number '25'. Outside the circles but inside the rectangle is the number '10'. All text and numbers are clear and legible. All lines are solid and black.,$\frac{15}{70}$,$\frac{25}{70}$,$\frac{40}{70}$,$\frac{45}{70}$,C,,The goal is to find the probability that a randomly selected person bought bread.,The probability is the total number of people who bought bread divided by the total number of people surveyed.,The set of people who bought bread is represented by the entire 'Bought Bread' circle. This includes people who only bought bread and people who bought both bread and milk. The total number is the sum of the numbers in this circle: $15 + 25 = 40$.,The total number of people surveyed is given as $70$. We can also find this by summing all values: $20 + 25 + 15 + 10 = 70$.,The probability is $P(\text{Bought Bread}) = \frac{\text{Total who bought bread}}{\text{Total people}} = \frac{40}{70}$.,"The probability is $\frac{40}{70}$, which matches option C."
